segment_id,lat,lon
1285520202750558208,28.62923,77.27733
1285520202756194304,28.63583,77.24729
1285520202756227074,28.63562,77.24756
1285520202756227076,28.63557,77.25053
1285520202756227078,28.63542,77.25241
1285520202763698176,28.63062,77.25219
1285520202788274178,28.62805,77.2719
1285520202788274180,28.62805,77.27121
1285520202788274182,28.62805,77.2712
1285520202795679744,28.62603,77.27479
1285520202807869440,28.63437,77.25296
1285520202813997058,28.62838,77.25103
1285520202813997060,28.62736,77.2501
1285520202813997062,28.62728,77.24894
1285520202815078400,28.62845,77.27805
1285520202821009408,28.62927,77.2518
1285520202831364096,28.62935,77.2467
1285520202831396864,28.63073,77.24671
1285520202832379906,28.62663,77.24694
1285520202832379910,28.62575,77.24699
1285520202832379912,28.62539,77.24708
1285520202847027202,28.62852,77.26769
1285520202847027204,28.63036,77.27103
1285520202851287042,28.62823,77.27097
1285520202851287044,28.62823,77.27193
1285520202851549184,28.62962,77.25195
1285520202853679104,28.62922,77.25188
1285520202853744646,28.62346,77.27634
1285520202853744648,28.62347,77.27633
1285520202853744652,28.62205,77.27727
1285520202855481344,28.62959,77.25207
1285520202862231552,28.62997,77.25204
1285520202874814466,28.62353,77.27643
1285520202874814474,28.62332,77.27657
1285520202875404288,28.62835,77.27132
1285520202881597440,28.62842,77.27348
1285520202883006466,28.62812,77.25015
1285520202883006468,28.62811,77.25108
1285520202883006470,28.62813,77.25214
1285520202883006472,28.62814,77.25561
1285520202883006474,28.62816,77.25934
1285520202883006476,28.62816,77.25972
1285520202886971392,28.62891,77.27772
1285520202887004160,28.62852,77.27807
1285520202896801798,28.63482,77.25482
1285520202896801800,28.635,77.25573
1285520202896801802,28.63654,77.25646
1285520202903257088,28.63437,77.25307
1285520202904600578,28.62921,77.27269
1285520202904600580,28.62904,77.27147
1285520202905419778,28.62792,77.25933
1285520202905419780,28.62791,77.25693
1285520202905419782,28.62792,77.2535
1285520202905419784,28.628,77.25234
1285520202905419786,28.62803,77.25154
1285520202905419788,28.62807,77.24983
1285520202906304512,28.62803,77.26944
1285520202917675008,28.62996,77.25215
1285520202944086018,28.62822,77.26059
1285520202944086020,28.62822,77.2668
1285520202947559424,28.62762,77.27192
1285520202951065600,28.62754,77.24963
1285520202951589890,28.62977,77.27694
1285520202951589892,28.62948,77.27719
1285520202951622656,28.62924,77.27742
1285520202951655424,28.62911,77.27753
1285520202951688192,28.62906,77.27758
1285520202954178560,28.62934,77.26994
1285520202981900288,28.62926,77.27282
1285520203107893248,28.63324,77.24713
1285520203109793794,28.63063,77.27753
1285520203109793796,28.63077,77.27773
1285520203109793798,28.63079,77.27779
1285520203110481920,28.63224,77.24726
1285520203110514688,28.63206,77.24726
1285520203128406016,28.62976,77.27667
1285520203131027456,28.62989,77.2769
1285520203131387904,28.62998,77.27693
1285520203138695168,28.63457,77.26996
1285520203142496258,28.62898,77.26133
1285520203142496259,28.62898,77.26133
1285520203142496260,28.62955,77.26376
1285520203142496261,28.62955,77.26376
1285520203142922240,28.62822,77.26055
1285520203145805824,28.62471,77.24724
1285520203145838592,28.62352,77.2476
1285520203147476994,28.6282,77.25014
1285520203147476996,28.62819,77.25108
1285520203147476998,28.62823,77.25213
1285520203147509762,28.62822,77.25336
1285520203147509764,28.62822,77.25561
1285520203147509766,28.62822,77.25933
1285520203147509768,28.62822,77.25973
1285520203148263424,28.62298,77.24762
1285520203148296194,28.62403,77.24733
1285520203148296196,28.62509,77.24704
1285520203158847488,28.63112,77.24722
1285520203193122816,28.62812,77.24539
1285520203193155584,28.62815,77.24592
1285520203216814080,28.63077,77.25208
1285520203216846848,28.63087,77.25208
1285520203264786432,28.63232,77.24672
1285520203264819202,28.63381,77.24671
1285520203277697024,28.63507,77.25037
1285520203277729792,28.63508,77.24901
1285520203277762560,28.63508,77.24887
1285520203277795328,28.63496,77.24739
1285520203277828096,28.63407,77.2473
1285520203277860864,28.63391,77.2473
1285520203277893632,28.63357,77.24729
1285520203277926400,28.63317,77.24728
1285520203277959168,28.63269,77.24727
1285520203277991936,28.63238,77.24726
1285520203307319308,28.63704,77.2568
1285520203307319310,28.63489,77.25586
1285520203307319312,28.63468,77.25493
1285520203307319314,28.63517,77.25282
1285520203307319316,28.6352,77.25165
1285520203307319318,28.6352,77.24972
1285520203307319320,28.63522,77.24813
1285520203307319322,28.63512,77.24739
1285520203308400642,28.63561,77.24705
1285520203308400644,28.63534,77.24708
1285520203329404930,28.63188,77.24688
1285520203329404932,28.63082,77.24689
1285520203329667074,28.62966,77.24727
1285520203329667076,28.62928,77.24832
1285520203329667078,28.62848,77.24886
1285520203330551808,28.63104,77.24723
1285520203330551809,28.63082,77.24689
1285520203343069184,28.63104,77.24723
1285520203344445440,28.62824,77.24708
1285520203802017792,28.62803,77.24571
1285520203802050560,28.62802,77.24547
1285520203802083328,28.62801,77.24538
1285520203806212096,28.6342,77.26999
1285520203806212097,28.6342,77.2701
1285520203818598402,28.62523,77.247
1285520203818598404,28.62736,77.24681
1285520203818598406,28.6284,77.24681
1285520203818598408,28.63076,77.24679
1285520203818598410,28.63077,77.24678
1285520203818762242,28.63076,77.24689
1285520203818762244,28.63075,77.24689
1285520203818958850,28.63246,77.24683
1285520203818958852,28.63267,77.24689
1285520203818958854,28.63382,77.24701
1285520203818958856,28.63514,77.24719
1285520203818958858,28.63533,77.24973
1285520203818958860,28.63533,77.25193
1285520203818958862,28.63532,77.25282
1285520203852906496,28.62999,77.27688
1285520203853201408,28.62984,77.27686
1285520203853463552,28.62978,77.27656
1285520203903565828,28.6304,77.27749
1285520203903565830,28.63023,77.27724
1285520203903565832,28.63005,77.27698
1285520203938234370,28.62835,77.24807
1285520203938234372,28.62843,77.24825
1285520203938267138,28.62898,77.24841
1285520203938267140,28.62934,77.2474
1285520204115574784,28.63547,77.25289
1285520204115574785,28.63547,77.25289
1285520204115607552,28.63766,77.2527
1285520204115607553,28.63699,77.25268
1285520204142542848,28.62294,77.24778
1285520204142575616,28.62102,77.24841
1285520204148211712,28.63338,77.2702
1285520204148244480,28.63199,77.27105
1285520204188057600,28.63229,77.25269
1285520204188090368,28.63308,77.2529
1285520204202573824,28.63164,77.25251
1285520204202573825,28.63166,77.25242
1285520204204244992,28.63092,77.25209
1285520204204277760,28.63098,77.25213
1285520204204310528,28.63152,77.25236
1285520204204343296,28.63166,77.25242
1285520204211060736,28.63286,77.25297
1285520204228395008,28.63093,77.25224
1285520204235636736,28.62877,77.275
1285520204235767808,28.62915,77.27529
1285520204235997184,28.62856,77.27436
1285520204236226560,28.6289,77.2749
1285520204236226561,28.62877,77.275
1285520204236587008,28.62873,77.27493
1285520204236619776,28.62845,77.27454
1285520204238880768,28.62973,77.27686
1285520204239339520,28.63486,77.26993
1285520204240388096,28.63603,77.27002
1285520204241600512,28.62993,77.2768
1285520204243959810,28.63091,77.27128
1285520204243959812,28.63293,77.27007
1285520204245827586,28.62941,77.2757
1285520204245827588,28.62968,77.27611
1285520204245827590,28.62986,77.2764
1285520204245827592,28.62997,77.27656
1285520204248088584,28.63815,77.26962
1285520204248088586,28.63495,77.26992
1285520204248580096,28.63616,77.2696
1285520204249825282,28.63516,77.26976
1285520204249825284,28.63814,77.26945
